,city,country,lat,lng,temp,humidity,cloudiness,wind_speed
358,coffs harbour,au,-30.741733119139088,156.6808649711897,73.45,100,92,8.41
359,piacabucu,br,-15.787562977872586,-31.418882648463967,79.57,100,0,12.21
360,deer lake,ca,48.8418960365006,-56.66311318710579,30.2,92,90,9.17
361,sorland,no,70.34608141557139,10.676186032641269,34.38,100,0,9.42
362,broome,au,-21.08915354815273,123.29114400822404,71.56,52,36,2.82
363,jacareacanga,br,-7.53754920696753,-59.223718868909174,84.25,75,36,2.93
364,nome,us,60.95467715435079,-166.41304128686073,8.6,92,1,4.7
365,pakxan,la,18.16382945859513,103.4381819937403,60.31,65,24,8.75
366,te karaka,nz,-38.44458889168952,177.99865912902692,52.39,81,0,6.17
367,san ignacio,pe,-4.767999152249532,-79.07052526531247,64.81,83,92,1.92
368,chapais,ca,57.19565241977791,-76.0233408723497,9.19,90,88,15.01
369,nurobod,uz,39.899430167994424,66.44601209952019,46.4,75,0,4.7
370,port-gentil,ga,-0.902862342065559,8.675528254793765,84.2,79,20,6.93
371,trairi,br,-0.009298337521765898,-37.18527096494812,81.82,100,68,8.97
372,alcanena,pt,39.495916039120715,-8.640117355615633,55.4,76,40,9.17
373,chiang klang,th,19.45278583828447,101.52980450071915,53.82,86,0,1.7
374,umzimvubu,za,-49.6245585490741,43.8199443553494,42.04,94,0,18.81
375,lufilufi,ws,-0.0933154975271433,-164.19090426869894,81,97,32,15.35
376,pochutla,mx,12.27946834652378,-95.7870524894987,83.35,100,12,3.6
377,faya,td,22.497229643412126,23.58052442573016,75.07,11,0,8.86
378,wellsford,nz,-36.31747466207103,174.33670267827628,57.7,100,8,5.5
379,pimentel,pe,-9.456773876127818,-84.95442937205365,76.5,100,32,6.96
380,camara de lobos,pt,32.024982208355034,-17.114131798435153,64.54,100,0,17.02
381,thul,pk,28.313343046003425,68.78728718625352,80.02,31,0,5.39
382,murupara,nz,-38.58440571637169,177.0630180696114,48.7,80,32,1.92
383,quyquyho,py,-26.168194263199744,-56.912862853444935,89.56,55,0,4.27
384,tessalit,ml,20.0328305489173,-0.8489412167099908,92.97,8,0,2.71
385,qandala,so,14.81984455134244,49.42144381828097,61.12,96,0,2.93
386,kindu,cd,-2.7914643606220735,24.658888436689946,72.64,88,24,2.37
387,itajobi,br,-21.34610797026596,-49.14124761907941,89.6,33,40,6.93
388,ixtapa,mx,3.531453425397779,-108.34666394108226,80.29,100,68,6.51
389,sarangani,ph,4.992286970608016,125.8949353044031,83.17,100,0,3.38
390,auki,sb,-5.160481350543815,162.6402587101019,84.7,99,64,2.48
391,diego de almagro,cl,-26.788801263361563,-69.70846219255216,54.82,76,0,2.15
392,champerico,gt,10.841196453713126,-92.78959213742364,81.82,100,12,1.03
393,chagda,ru,58.02790923337163,131.85439216781447,18.37,86,92,8.41
394,merauke,id,-10.734546584133252,139.39373079461814,84.16,100,0,8.19
395,liku,wf,-12.874555257677045,-175.1152540417731,83.89,100,92,8.52
396,norman wells,ca,68.6205905743389,-122.96482215151421,7.2,81,0,4.38
397,lorengau,pg,9.760698143947783,150.09023942511578,80.47,100,56,13.44
398,kandrian,pg,-6.639207459890764,150.007914640955,83.17,100,20,8.19
399,tucuman,ar,-26.774047248972426,-66.14020220127396,70.47,27,8,1.48
400,kenai,us,63.49763677572911,-154.5162121657125,17.6,67,1,3.36
401,pennadam,in,11.396716799145986,79.09370628835624,75.33,89,0,4.94
402,matiri,tz,-10.526377304031971,34.9122253066178,68.5,100,20,4.05
403,sao felix do xingu,br,-6.754842007026205,-54.766513408623545,85.87,69,48,2.93
404,ponta delgada,pt,35.12438230795272,-26.28439684078748,63.72,100,56,18.03
405,lugovoy,ru,59.92403383737834,65.47514322312853,24.49,87,0,4.05
406,namanga,ke,-2.544482176689715,37.05878974259349,63.55,97,44,2.93
407,macusani,pe,-14.210900230984025,-69.74925866466333,51.94,76,80,4.16
408,wilmington,us,32.74369952169199,-76.6684093732357,71.56,100,76,23.29
409,kathmandu,np,28.569313319337027,85.11326365976602,16.57,100,64,1.59
410,praya,id,-12.996110852876456,117.32233064778978,86.41,100,0,7.63
411,tautira,pf,-14.348290926125282,-143.6510460144777,81.19,100,44,10.76
412,lavrentiya,ru,70.77241090421242,-171.58149757066772,7.38,85,76,24.52
413,muborak,uz,39.50392799668802,65.0738267118627,52.66,54,0,6.93
414,waipawa,nz,-45.87381083979398,176.8508476941256,54.64,100,68,9.53
415,san carlos de bariloche,ar,-43.171068908038905,-71.5383464382927,51.8,57,0,3.36
416,twentynine palms,us,34.705198386525815,-115.55186829380932,84.79,34,0,6.17
417,akdepe,tm,41.47423222095686,58.86730204665862,52.83,47,0,7.29
418,mahanoro,mg,-20.27283785515328,48.968668480391536,77.68,100,44,4.61
419,natalio,py,-26.748699390653382,-54.99682384694556,87.31,45,0,2.93
420,whitehorse,ca,59.97656203789388,-134.1546084724242,20.35,80,0,2.26
421,ozgon,kg,39.62680289207777,73.97609875401886,21.25,90,92,1.81
422,upington,za,-27.877078119798313,20.946210103231245,77,29,20,5.82
423,salinas,ec,-1.5033530441023668,-81.51678319785037,73.54,100,0,6.51
424,acarau,br,3.4628616753606725,-39.58345188430596,79.12,100,76,11.65
425,duz,tn,33.395389026929436,9.45530326495552,64.4,59,32,14.99
426,wellington,au,-32.49339364202043,149.05893834150913,59,58,0,2.24
427,toledo,br,-24.568236356651038,-53.65192868303847,83.97,65,0,5.06
428,puertollano,es,38.67791396591203,-4.266348385551497,47.35,96,92,4.72
429,kushmurun,kz,49.992073445699305,63.991131790799685,31.06,86,0,8.41
430,quelimane,mz,-19.421724675458044,38.03581530444191,84.52,98,8,12.44
431,chicama,pe,-9.81672381470409,-83.9955121972146,76.5,100,12,8.41
432,sangueya,gn,9.780858514803889,-15.425707456662746,75.52,100,0,8.97
433,is,ru,58.96668960987793,60.05203540141958,29.8,92,0,5.73
434,portland,au,-46.74206088846469,135.88181919498447,47.8,100,92,20.38
435,ariquemes,br,-9.389245284288588,-63.288485620775596,86.95,68,44,2.93
436,virginia beach,us,36.67741932321528,-73.71992580763873,62.92,100,88,13.44
437,komarno,ua,49.71437834927134,23.685924060402026,51.8,53,0,8.95
438,vao,nc,-29.24547731764909,167.98598017233684,66.2,68,40,5.82
439,mahina,pf,-14.925570373601134,-149.12237512779384,82.08,100,92,8.75
440,manzanillo,mx,17.905584853437475,-104.5961683830318,75.79,100,0,0.69
441,el balyana,eg,25.180986458435687,31.177598898117587,74.62,20,0,10.76
442,dalby,au,-27.646621805633313,151.41742984912136,53.6,93,0,4.7
443,gualeguay,ar,-32.66592738515003,-59.143160986554115,69.67,100,80,3.38
444,fort nelson,ca,58.51883331551985,-123.8886348299902,19.27,63,0,2.82
445,linchuan,cn,28.046679203151914,116.16245237222881,40.5,56,0,6.4
446,fomboni,km,-13.547672498906692,43.63933181730894,84.07,100,0,8.97
447,alto vera,py,-26.421013324228657,-55.755785597161896,90.91,34,0,2.93
448,lagoa,pt,51.41898001460586,-32.04906073528213,43.38,100,56,27.54
449,barletta,it,41.62815497141824,16.42427457293725,53.6,81,0,2.24
450,hwange,zw,-18.018189888714357,26.333107529254832,75.87,71,36,2.48
451,puerto leguizamo,co,-1.530794505517058,-73.82730129282787,91.54,58,0,5.39
452,bathsheba,bb,23.415191249073626,-43.854721033346515,72.64,100,64,18.92
453,hami,cn,40.74733430064631,92.14378586968158,35.29,23,0,4.72
454,kimbe,pg,-4.9127190395261655,148.86506871940728,83.52,100,64,4.72
455,tiarei,pf,-14.372619926895387,-145.935642369507,80.92,100,48,10.2
456,carutapera,br,8.006780421474986,-41.18913571070413,78.22,100,44,16.58
457,sistranda,no,68.7847101541174,6.4060263613919695,36.9,100,20,4.61
458,grand gaube,mu,-18.570197289592905,58.80590018325895,80.1,100,0,10.76
459,altamira,br,-3.4357051126720615,-51.119792584267216,79.57,82,92,3.27
460,los llanos de aridane,es,30.241487948307263,-24.512407746404733,65.44,100,36,18.14
461,tahta,eg,24.300424199653715,28.59200533233849,73.54,18,0,9.19
462,samarai,pg,-16.339238545004953,155.61327384824875,80.29,100,48,13.78
463,doctor pedro p. pena,py,-24.04013709818764,-61.6989142506564,92.17,58,20,16.35
464,sept-iles,ca,52.897741785217,-65.71999592823039,15.85,97,12,14.23
465,erenhot,cn,44.6663802639128,110.5363737619651,19.08,70,0,3.38
466,vila,vu,-16.93312439176647,171.25862087100765,79.2,100,92,14.45
467,rio grande,br,-41.39138457899472,-41.26169449537214,60.04,100,80,18.14
468,thurles,ie,52.585159179467254,-7.7741998188332895,50.5,93,24,6.96
469,semey,kz,49.577293276446426,79.94651295739597,36.27,91,44,6.4
470,hokitika,nz,-41.768606311208536,168.489864089525,59.95,100,36,13.22
471,yacuiba,bo,-21.953100770278827,-64.08627229919976,86,70,75,11.41
472,tarudant,ma,28.332777097668192,-6.23481672091539,79.75,16,0,18.25
473,jiangyou,cn,32.67205940087291,103.38691106318514,15.94,68,0,1.7
474,waiouru,nz,-39.134723783377694,175.0944435376238,43.75,87,92,2.71
475,maldonado,uy,-37.67975700899266,-53.026759559203654,65.35,100,32,26.53
476,lompoc,us,31.453685177386557,-123.41752055404066,62.47,95,80,14.56
477,holme,no,59.580546652365534,4.415413669737072,44.6,75,0,6.93
478,ambalavao,mg,-21.722760413956273,46.46301679936022,72.37,63,64,8.41
479,paracuru,br,-2.6494824630571934,-38.56004973285521,78.67,100,44,2.04
480,newtownards,gb,54.56829563315305,-5.392987003972265,48.2,93,36,4.7
481,champasak,la,14.515775786063376,106.7637032892796,72.27,58,20,5.28
482,maningrida,au,-9.32213577742979,133.71827767903494,84.79,100,0,5.73
483,san juan,ar,-31.593541541917986,-67.19379597055118,77.41,40,8,5.17
484,nanakuli,us,19.675374610001697,-159.93753633069613,76.6,100,76,13.78
485,waddan,ly,28.452337693955982,18.519903283427773,66.33,24,0,4.94
486,waitati,nz,-46.258782562211124,171.5106341881516,52.75,100,100,14.56
487,harper,lr,-1.0398999112325247,-8.260589841092845,81.64,100,80,9.42
488,bonavista,ca,49.50504892760716,-51.71127706331753,30.07,98,92,21.72
489,solnechnyy,ru,59.0057641253737,139.3576040757858,20.35,79,80,2.37
490,okato,nz,-37.77538613991101,171.05425568187752,63.37,100,0,9.64
491,santa ines,br,-3.645855597494152,-45.34854067201378,85.23,78,48,3.49
492,sal rei,cv,15.726205665922969,-22.814981333055833,71.6,68,75,20.8
493,qabis,tn,34.26809036075746,10.151854966962501,64.4,59,36,14.99
494,ranfurly,nz,-44.57185595767798,170.3244675778629,30.6,97,32,2.37
495,belmonte,br,-16.124855634941916,-32.06089842073381,80.29,100,64,11.43
496,hofn,is,68.86498002573381,-10.450657824595131,25.47,100,12,20.83
497,afyonkarahisar,tr,38.80801961751132,30.16657824182684,51.67,43,12,5.28
498,ulladulla,au,-39.098255651608596,156.51616843771504,66.25,100,92,15.79
499,tefe,br,-3.9490047581353274,-65.08854833369122,89.1,63,68,2.82
